id,name,customer_type,risk_rating,country,kyc_status,pep_status,registration_date,country_risk_level,account_count,transaction_count,total_volume_usd,total_alerts,max_alert_score,avg_alert_score
608,Jason Love,individual,3,CA,verified,0,2022-03-06,1,1,23,9550.55,2,62.0,62.0
923,Curtis Elliott,individual,3,SE,verified,0,2022-12-24,1,2,46,23196.73,2,62.0,62.0
928,Joshua Fields,individual,3,JP,verified,0,2019-06-19,1,2,23,9369.47,2,62.0,62.0
1192,Kimberly Brooks,individual,3,JP,verified,0,2019-08-13,1,2,23,16831.01,2,62.0,62.0
1344,Steven Greene,individual,3,TH,verified,0,2016-06-12,3,1,23,28462.38,2,62.0,56.8
1625,Norma Jones DVM,individual,3,SE,verified,0,2018-12-14,1,1,23,23300.89,2,62.0,62.0
1631,Michele Johnson,individual,3,VN,verified,0,2017-06-03,3,1,23,35127.3,2,62.0,62.0
1646,Michael Walters,individual,3,GB,verified,1,2017-09-11,1,1,23,15062.02,2,62.0,62.0
1821,Jason Fox,individual,3,NO,verified,0,2019-11-13,1,1,23,27402.03,2,62.0,62.0
1847,James Norris,individual,3,IN,verified,0,2018-02-22,2,2,46,29315.16,2,62.0,62.0
1866,Alec Meadows DDS,individual,3,GB,verified,0,2020-05-02,1,1,23,17796.88,2,62.0,62.0
1923,Jessica Foster,individual,3,AE,verified,0,2017-12-16,2,1,23,9344.96,2,62.0,62.0
1957,Matthew Carter,individual,3,CA,verified,0,2015-01-12,1,1,23,48202.55,2,62.0,56.8
1997,Daniel Wells,individual,3,SE,verified,0,2017-11-22,1,1,23,50658.67,2,62.0,57.3
68,Zachary Huff,individual,3,ZA,verified,0,2017-10-20,2,1,23,24866.35,1,62.0,62.0
109,Vanessa Cochran,individual,3,JP,verified,0,2020-07-27,1,2,23,12799.82,1,62.0,62.0
113,Ashley Brennan,individual,3,SE,verified,0,2016-12-10,1,1,23,12755.01,1,62.0,62.0
186,Sandra Sanchez,individual,3,GB,verified,0,2021-03-29,1,1,23,22782.18,1,62.0,62.0
346,Bonnie Howard,individual,3,CA,verified,1,2019-10-01,1,1,23,12959.09,1,62.0,62.0
392,Dan Dougherty,individual,3,TH,pending,0,2018-08-05,3,1,23,11918.25,1,62.0,62.0
470,Cynthia Martinez,individual,3,SE,verified,0,2016-02-13,1,1,23,9946.86,1,62.0,62.0
480,James Brooks,individual,3,FR,verified,0,2023-04-06,1,1,23,19198.84,1,62.0,62.0
547,Robert Sullivan,individual,3,AE,expired,0,2018-01-01,2,1,23,16905.93,1,62.0,62.0
678,Jessica Simpson,individual,3,GB,verified,0,2017-06-30,1,1,23,17444.43,1,62.0,62.0
723,Michael Evans,individual,3,US,verified,0,2019-05-10,1,1,23,28941.82,1,62.0,62.0
794,Michael Flores,individual,3,AR,failed,1,2015-10-07,2,1,23,9222.08,1,62.0,62.0
803,Kevin Price,individual,3,DE,verified,0,2023-05-10,1,2,46,36773.94,1,62.0,62.0
993,Christopher Fry,individual,3,GB,verified,0,2017-10-08,1,1,23,28361.11,1,62.0,62.0
1110,Anthony Dickerson,individual,3,US,verified,0,2021-06-04,1,2,23,25572.82,1,62.0,62.0
1123,Michael Cooper,individual,3,AR,pending,1,2021-08-27,2,1,23,19687.51,1,62.0,62.0
1124,James Chapman,individual,3,MX,verified,0,2014-12-27,2,1,23,28908.98,1,62.0,62.0
1205,Lisa Morris,individual,3,SE,verified,0,2023-11-29,1,1,23,17472.15,1,62.0,62.0
1251,Erica Moon,individual,3,AR,verified,0,2016-10-03,2,1,23,19751.58,1,62.0,62.0
1267,Jessica Smith,individual,3,CA,verified,0,2016-07-05,1,2,46,32592.25,1,62.0,62.0
1520,Sara Barrett,individual,3,PH,verified,0,2018-10-30,3,1,23,13536.67,1,62.0,62.0
1592,Ethan Delacruz,individual,3,SE,expired,0,2017-01-27,1,1,23,30749.87,1,62.0,62.0
1747,Angela Galvan,individual,3,SG,pending,1,2016-10-02,1,2,23,12392.95,1,62.0,62.0
1861,George Le,individual,3,NG,verified,0,2015-10-16,3,1,23,12061.45,1,62.0,62.0
1936,Michael Oliver,individual,3,TR,failed,0,2014-09-08,2,1,23,16989.69,1,62.0,62.0
1984,Lee Lee,individual,3,SE,verified,0,2023-03-28,1,2,23,21205.65,1,62.0,62.0
1992,Jeremy Hoffman,individual,3,CH,pending,1,2020-11-20,1,1,23,17993.91,1,62.0,62.0
1513,Le-Barrett,business,1,CA,pending,0,2022-08-29,1,4,220,3774300.27,46,61.1,41.48
1419,Kenneth Perez,individual,1,AE,verified,0,2023-01-23,2,3,75,1265668.02,20,61.1,46.93
14,Shannon Ray,individual,1,SE,verified,0,2019-08-31,1,1,31,489862.4,17,61.1,52.4
184,Johnston-Odonnell Financial,financial_institution,2,NL,verified,0,2018-11-29,1,4,760,337006680.49,335,61.0,49.53
1573,Cooper-Rios Financial,financial_institution,2,FR,pending,0,2015-04-14,1,3,570,230717135.03,309,61.0,50.48
310,"Lucas, Parker and Alexander Financial",financial_institution,2,US,pending,0,2022-05-15,1,2,190,74558308.59,115,61.0,49.74
1442,Barron-Norman Financial,financial_institution,2,FR,verified,0,2016-11-30,1,2,190,100935688.84,103,61.0,49.85
305,"Beltran, Lozano and Mcgee",business,2,GB,verified,0,2023-06-07,1,3,213,6939250.76,53,61.0,50.46
13,Juan Calderon,individual,2,ZA,verified,0,2017-02-01,2,2,58,2547164.65,30,61.0,48.77
1874,"Morales, Martinez and Sutton",business,2,US,pending,0,2021-07-23,1,4,292,7182690.58,64,60.5,48.33
916,"Yang, Barnes and Morris",business,2,NL,verified,0,2021-12-06,1,3,213,12851685.34,50,60.5,50.77
865,Wheeler PLC,business,2,CA,verified,0,2017-05-09,1,4,284,4574448.76,48,60.5,48.48
1510,Gibson-Parsons,business,2,ZA,verified,0,2023-04-29,2,2,71,2094968.46,44,60.5,49.0
1341,Cruz-Rodriguez,business,2,SG,verified,0,2021-05-18,1,3,213,4387439.37,41,60.5,50.02
1825,"Shannon, Robinson and Greene",business,2,NO,verified,0,2023-01-07,1,3,214,5029328.33,41,60.5,48.71
642,Kelly Rice,individual,2,AU,pending,0,2020-07-04,1,2,53,2284529.05,25,60.0,52.7
1022,James Dunn,individual,2,ZA,verified,0,2017-03-26,2,3,54,2639871.26,23,60.0,52.72
1930,Julie Taylor,individual,2,CH,verified,0,2016-10-20,1,1,30,1828115.8,20,60.0,48.13
1243,Kelly Hartman,individual,2,MX,verified,0,2021-09-25,2,2,50,1312474.23,16,60.0,52.5
1382,Brandon Mitchell,individual,2,NL,verified,0,2019-04-20,1,3,70,976592.03,10,60.0,54.3
1477,Espinoza Ltd,business,2,DE,verified,0,2014-06-27,1,4,284,3362078.21,52,59.0,49.59
417,Collins Group,business,2,ZA,verified,0,2017-12-02,2,4,284,4147322.84,50,59.0,50.05
303,Spence Ltd,business,2,DE,verified,0,2014-02-03,1,3,213,3839104.14,46,59.0,49.31
1221,Vega-Thomas,business,2,AR,verified,0,2014-12-20,2,3,213,2399833.52,32,59.0,49.84
97,"Freeman, Whitehead and Mathis",business,2,GB,verified,0,2021-06-19,1,4,213,5757098.66,28,59.0,49.39
1193,Williams and Sons,business,2,NL,verified,0,2019-01-14,1,3,213,6614687.5,27,59.0,50.04
1239,Hernandez LLC,business,2,SG,verified,0,2017-12-22,1,2,142,2625590.43,26,59.0,48.77
1275,Robles-Atkinson,business,2,GB,verified,0,2018-06-09,1,3,213,2809138.16,24,59.0,50.31
687,Nichols and Sons,business,2,IN,verified,0,2021-05-23,2,3,142,2580015.98,20,59.0,52.02
1913,Tanner PLC,business,2,MX,verified,0,2021-10-04,2,2,142,5246552.54,17,59.0,52.42
712,"Hall, Mann and Smith",business,2,BR,verified,0,2019-03-20,2,2,142,1714512.75,16,59.0,50.78
1509,Edward Baker,individual,3,MA,expired,0,2015-05-10,3,1,23,29946.9,1,58.85,58.85
1431,Bell Ltd,business,2,FR,verified,0,2016-11-28,1,4,213,3211202.89,43,58.5,47.69
179,Wells Inc,business,2,AU,pending,0,2019-04-06,1,3,215,6959830.09,41,58.5,50.18
1623,Duran-Smith,business,2,CH,verified,0,2020-04-09,1,3,213,3166138.07,41,58.5,49.5
1605,Daniels-Clark,business,2,PH,verified,0,2015-08-26,3,4,284,5158675.68,39,58.5,48.88
164,Medina-Navarro,business,2,PH,verified,0,2021-02-10,3,3,213,2939329.56,36,58.5,50.56
1408,"Ramirez, Walker and Ray",business,2,HK,failed,0,2023-10-11,2,3,213,2083480.94,35,58.5,49.71
503,Jones Ltd,business,2,JP,failed,0,2015-02-18,1,2,142,2334105.31,31,58.5,50.12
1869,Bryant and Sons,business,2,FR,verified,0,2018-04-25,1,2,142,2424538.89,29,58.5,50.02
183,Rodriguez-Johnson,business,2,GB,verified,0,2014-07-12,1,3,213,4243786.05,28,58.5,50.47
1797,Figueroa PLC,business,2,SE,verified,0,2020-03-26,1,3,142,6905343.84,27,58.5,49.2
1660,"Grant, Bryan and Williams",business,2,HK,pending,0,2021-12-07,2,2,142,1346543.49,24,58.5,51.35
1218,"Mitchell, Boone and Stokes",business,2,GB,failed,0,2018-01-06,1,1,71,1552387.35,17,58.5,50.41
827,Weaver-Sherman,business,2,HK,verified,0,2016-05-18,2,2,142,1748003.02,22,58.0,48.17
1720,Smith PLC,business,2,AR,verified,0,2019-09-22,2,4,284,5411228.12,60,57.1,50.0
85,Baker and Sons,business,2,AE,verified,0,2014-05-30,2,3,237,3191426.09,53,57.1,48.2
1618,Hall Inc,business,2,US,verified,0,2021-07-02,1,4,284,3347275.37,43,57.1,49.51
1579,Melton LLC,business,2,JP,verified,0,2022-10-22,1,4,213,2131515.83,36,57.1,48.33
1704,Warren and Sons,business,2,FR,verified,0,2019-09-15,1,3,213,1819466.8,36,57.1,51.11
251,"Simpson, Bates and Morales",business,2,NL,verified,0,2017-09-06,1,2,142,4401381.83,35,57.1,50.7
494,Morgan-Lopez,business,2,GB,verified,0,2023-06-11,1,2,142,1771243.76,29,57.1,48.66
1656,Stephens-Smith,business,2,HK,verified,0,2023-10-24,2,2,142,3260536.1,29,57.1,50.32
1668,Merritt-Wilkins,business,2,BR,verified,0,2023-03-10,2,3,213,7891607.9,28,57.1,48.96
831,Gonzales Inc,business,2,US,verified,0,2018-01-21,1,2,142,2027193.09,24,57.1,49.61
447,Williams-Diaz,business,2,CA,verified,0,2020-01-08,1,2,142,2648649.03,23,57.1,49.18
1528,"Jones, Torres and Blackburn",business,2,TR,verified,0,2019-11-23,2,2,142,1520076.96,23,57.1,50.15
1956,"Weaver, Anderson and Reed",business,2,NL,pending,0,2015-08-08,1,2,142,2112173.12,23,57.1,50.36
1327,"Hall, Shepherd and Cortez",business,2,JP,verified,0,2016-01-15,1,2,142,2340714.07,22,57.1,48.73
1776,Perez-Coleman,business,2,SG,verified,0,2015-11-20,1,3,142,1523240.52,20,57.1,47.91
373,Bell PLC,business,2,DE,verified,0,2014-04-08,1,3,142,842229.86,19,57.1,51.87
576,"Kirby, Wheeler and Romero",business,2,NO,verified,0,2018-10-12,1,1,71,1143655.94,17,57.1,49.7
1519,John Garcia,individual,2,US,verified,0,2022-03-13,1,2,46,78107.18,9,57.1,53.3
1745,"Garza, Mueller and Graham",business,2,AE,failed,0,2019-07-15,2,4,304,5185315.92,66,57.0,49.01
1386,Hunter-Hansen,business,2,NO,verified,0,2023-09-22,1,3,213,2134693.97,61,57.0,49.45
367,"Rodgers, Cain and Hawkins",business,2,JP,verified,0,2023-08-08,1,4,284,4761097.13,58,57.0,50.24
385,"Carlson, Ware and Moore",business,2,SE,verified,0,2016-12-06,1,4,284,5112402.63,58,57.0,49.81
970,Stephens-Washington,business,2,PH,verified,0,2021-04-11,3,4,284,6634792.85,52,57.0,49.5
161,"Shah, Smith and Gilmore",business,2,BR,expired,0,2017-07-15,2,4,284,4560854.73,51,57.0,49.06
146,Robinson-Brock,business,2,NL,verified,0,2015-06-24,1,3,213,5969217.25,48,57.0,48.63
593,Payne-Lowe,business,2,ZA,verified,0,2019-04-21,2,4,284,3769496.41,47,57.0,47.97
1149,Chan Inc,business,2,CH,verified,0,2019-04-09,1,3,213,2754484.1,47,57.0,48.62
1876,Watkins LLC,business,2,SG,failed,0,2020-07-25,1,3,213,2950032.56,42,57.0,49.7
1203,"Norman, Kent and Holt",business,2,GB,failed,0,2020-01-22,1,3,213,10176388.16,38,57.0,47.65
816,Burns and Sons,business,2,DE,expired,0,2023-05-26,1,3,213,2469519.62,35,57.0,48.96
194,"Nelson, Morton and Medina",business,2,SG,verified,0,2023-07-08,1,1,71,1165597.79,34,57.0,50.32
1937,Fitzgerald-Brown,business,2,SG,verified,0,2022-01-11,1,3,213,3078004.68,33,57.0,49.43
577,"Patel, Erickson and Evans",business,2,CA,verified,0,2019-06-17,1,2,142,3495921.31,31,57.0,48.91
676,"Boyd, Gutierrez and Hill",business,2,AR,verified,0,2021-06-01,2,3,213,2544067.89,30,57.0,50.8
835,Li Inc,business,2,CH,verified,0,2016-05-06,1,2,142,1800821.33,27,57.0,49.29
1730,Marquez Ltd,business,2,GB,verified,0,2018-03-03,1,2,142,1601556.15,26,57.0,48.97
682,Turner Ltd,business,2,JP,verified,0,2016-05-28,1,2,142,1174438.34,25,57.0,48.52
1079,"Smith, Deleon and Saunders",business,2,SG,expired,0,2021-03-12,1,2,142,2128696.08,25,57.0,48.96
1975,Moore-Cordova,business,2,GB,verified,0,2021-04-01,1,2,142,2126980.23,25,57.0,50.17
860,Davis-Ward,business,2,GB,verified,0,2023-02-10,1,3,142,2928680.22,24,57.0,49.58
1603,"Parks, Butler and Berry",business,2,IN,verified,0,2014-06-13,2,2,142,2060569.83,23,57.0,48.83
752,Johnson LLC,business,2,SE,verified,0,2020-03-15,1,1,71,5993054.18,21,57.0,48.43
922,Murphy-Tran,business,2,BR,verified,0,2019-02-24,2,1,71,998703.57,20,57.0,49.3
74,"Cowan, Peters and Higgins",business,2,GB,verified,0,2014-03-25,1,2,142,2128300.89,19,57.0,49.07
266,Katie Suarez,individual,2,DE,verified,0,2017-04-08,1,1,35,1190504.65,18,57.0,47.09
1304,"Kennedy, Rowe and Diaz",business,2,HK,verified,0,2020-11-23,2,1,71,740524.22,15,57.0,46.98
980,"Stewart, Rojas and Howard",business,2,GB,verified,0,2019-08-25,1,2,71,817894.81,9,57.0,50.58
1002,"Garcia, Crawford and Rivera",business,2,FR,verified,0,2021-06-12,1,1,71,930874.59,9,57.0,47.13
1126,Bryant-Meyer,business,2,SG,verified,0,2022-02-16,1,1,71,2114093.31,9,57.0,51.99
377,Lynch Ltd,business,2,SG,verified,0,2017-06-10,1,3,213,2767025.48,34,56.5,49.49
403,Richard-Sanchez,business,2,BR,verified,0,2016-02-23,2,3,213,2563589.92,34,56.5,49.74
15,"Jones, Stanley and Mejia",business,2,MX,verified,0,2016-03-29,2,3,143,2131392.02,33,56.5,50.25
70,Russell Group,business,2,CA,verified,0,2021-07-25,1,3,213,1943413.86,32,56.5,50.25
795,Williams-Page,business,2,SG,verified,0,2018-12-23,1,2,71,597711.62,12,56.5,47.59
1786,"Yates, Edwards and Brown",business,2,BR,verified,0,2023-06-06,2,4,213,1328660.16,55,55.6,49.37
826,Adams PLC,business,2,DE,verified,0,2021-09-01,1,3,213,1148030.02,32,55.6,50.27
314,Schmidt-Mcintyre,business,2,AU,verified,0,2023-08-15,1,4,213,1583467.17,26,55.6,50.41
859,"Blankenship, Khan and Turner",business,2,DE,verified,0,2021-08-12,1,2,142,1753837.02,22,55.6,46.95
1315,Hughes-Hardin,business,2,TR,verified,0,2021-06-23,2,2,142,2057485.38,18,55.6,50.63
1764,Glenn-Young,business,2,IN,expired,0,2021-06-26,2,1,71,188094.81,9,55.6,52.4
286,Young Ltd,business,2,JP,verified,0,2014-04-30,1,2,71,5359201.67,8,55.6,49.98
497,Zachary White,individual,1,SE,verified,0,2021-08-06,1,1,109,135383.96,80,55.5,43.9
1017,Bush-Reynolds,business,2,JP,verified,0,2023-06-13,1,4,213,3015802.92,49,55.5,49.11
1096,"Johnson, Erickson and Armstrong",business,2,MX,verified,0,2019-03-29,2,3,213,2957088.65,34,55.5,49.24
1233,"Gonzalez, Hardy and Lee",business,2,DE,verified,0,2021-04-02,1,2,142,1816419.12,23,55.5,49.56
1943,"Pitts, Warner and Mullins",business,2,IN,expired,0,2023-07-10,2,3,142,1190985.32,20,55.5,50.87
956,Aguilar LLC,business,2,US,verified,0,2014-02-18,1,4,284,2715614.56,52,55.1,48.59
786,Smith LLC,business,2,GB,verified,0,2023-05-29,1,4,284,2568714.59,49,55.1,48.63
71,Hancock Inc,business,2,DE,verified,0,2014-02-10,1,3,213,2573659.94,47,55.1,48.24
246,"Williams, Avila and Ruiz",business,2,AE,verified,0,2015-04-19,2,3,213,4168043.7,47,55.1,48.94
1047,Gates-Stone,business,2,SG,verified,0,2019-04-07,1,4,284,3589571.76,47,55.1,48.68
1317,Padilla PLC,business,2,CH,failed,0,2023-08-25,1,3,213,2180463.99,41,55.1,49.99
1999,Davis-Ortiz,business,2,NO,verified,0,2016-10-21,1,3,213,2905161.26,41,55.1,49.67
836,"Bell, Campbell and Ryan",business,2,AE,verified,0,2021-04-03,2,3,213,11401357.79,37,55.1,49.19
354,Simmons-Rodriguez,business,2,TR,verified,0,2015-01-08,2,3,213,2187357.35,36,55.1,48.73
1492,"Robinson, Rodriguez and Chen",business,2,CH,verified,0,2018-05-18,1,3,213,2614152.94,35,55.1,48.14
920,Finley Inc,business,2,IN,expired,0,2021-05-07,2,3,213,4226834.11,32,55.1,48.48
1627,Delacruz-Clay,business,2,SE,verified,0,2016-09-12,1,3,213,8418980.95,32,55.1,47.83
1879,Gonzales PLC,business,2,GB,verified,0,2021-09-24,1,3,213,3346998.96,32,55.1,48.59
1714,"Wiggins, Cook and Small",business,2,GB,verified,0,2021-10-08,1,2,142,1333414.94,31,55.1,50.41
59,"Kennedy, Mueller and Aguirre",business,2,SE,verified,0,2019-10-11,1,3,213,1845629.48,30,55.1,49.01
312,Murphy-Perry,business,2,US,verified,0,2020-09-21,1,3,142,1118661.14,29,55.1,49.62
1154,Simmons-Wilson,business,2,MX,verified,0,2018-08-07,2,2,142,1500870.39,29,55.1,48.96
2,Taylor Inc,business,2,AR,verified,0,2017-10-21,2,3,213,2457596.32,28,55.1,48.26
1987,"Powers, Miller and Hunt",business,2,DE,verified,0,2021-08-07,1,3,213,1899592.54,28,55.1,50.14
820,"Wagner, Simpson and Cohen",business,2,GB,verified,0,2021-12-21,1,2,142,2872384.59,26,55.1,47.73
1248,"Colon, Zavala and Smith",business,2,TR,expired,0,2015-12-24,2,3,213,1736479.31,26,55.1,50.34
210,Newton Ltd,business,2,CH,verified,0,2016-11-18,1,3,142,2391016.31,24,55.1,49.91
253,Cordova Group,business,2,GB,verified,0,2015-11-01,1,4,213,1968614.2,24,55.1,49.99
764,Jordan-Colon,business,2,BR,verified,0,2021-05-20,2,3,213,2057306.86,24,55.1,49.23
846,Powell Ltd,business,2,MX,verified,0,2016-06-30,2,3,142,1967581.41,23,55.1,49.98
535,Donovan-Perez,business,2,IN,verified,0,2022-03-25,2,3,142,2374174.12,22,55.1,48.72
424,Shepherd LLC,business,2,DE,verified,0,2015-01-20,1,2,142,1455274.93,21,55.1,46.9
1361,Fischer-Gutierrez,business,2,AU,verified,0,2020-09-06,1,2,142,1777895.59,21,55.1,47.41
202,Miller Ltd,business,2,JP,verified,0,2022-02-23,1,2,142,6484759.09,20,55.1,49.19
987,Peterson and Sons,business,2,TR,verified,0,2021-07-23,2,2,71,1023519.16,18,55.1,47.42
1843,Adams-Graves,business,2,FR,pending,0,2019-12-05,1,1,71,926649.64,17,55.1,51.17
1884,Butler-Aguirre,business,2,SE,verified,0,2017-06-19,1,2,142,622518.6,17,55.1,50.36
914,Reyes-Hernandez,business,2,IN,verified,0,2021-05-05,2,1,71,2307051.75,15,55.1,49.36
1473,Catherine Roberts,individual,2,DE,verified,0,2019-07-25,1,4,92,126366.94,15,55.1,51.48
776,Allen-Hopkins,business,2,US,verified,0,2016-01-23,1,2,71,8125946.51,14,55.1,48.36
1145,Williams Group,business,2,KE,pending,0,2017-02-03,3,1,71,385459.25,12,55.1,50.65
92,"Rice, Contreras and Spencer",business,2,IN,expired,0,2014-09-28,2,1,71,561522.1,11,55.1,49.66
181,Jackson-Lawson,business,2,CA,pending,0,2022-05-22,1,1,71,1641705.97,11,55.1,49.92
797,Spears Ltd,business,2,DE,failed,0,2021-05-29,1,1,71,662691.28,11,55.1,51.23
830,Cole LLC,business,2,SG,verified,0,2014-06-26,1,3,71,811334.1,11,55.1,49.77
1716,Alison Blake,individual,2,AE,verified,0,2014-05-04,2,4,92,87192.88,10,55.1,52.67
1535,Mary Ferguson,individual,2,SE,pending,0,2020-07-20,1,4,92,176222.69,9,55.1,51.48
250,Shannon Rivera,individual,2,NL,verified,0,2022-11-16,1,4,69,91023.92,8,55.1,52.59
886,Bonnie Valencia,individual,2,AU,verified,0,2014-05-24,1,3,69,90793.01,8,55.1,51.59
1183,Matthew Garcia MD,individual,2,NO,verified,0,2016-02-01,1,3,69,89036.4,7,55.1,52.67
731,"Alvarez, Williams and Jones",business,2,US,verified,0,2016-03-12,1,2,71,770264.15,6,55.1,50.69
1955,"Crane, Johnson and Butler",business,2,PH,verified,0,2015-07-01,3,1,71,667644.84,6,55.1,52.0
672,Taylor LLC,business,2,AU,verified,0,2014-04-08,1,3,213,2463159.53,55,55.0,47.52
1659,"Smith, Khan and Ramirez",business,2,HK,verified,0,2022-07-15,2,3,213,2529474.9,48,55.0,49.5
746,"Jones, Adams and James",business,2,NL,pending,0,2017-07-03,1,3,213,2007037.67,33,55.0,48.72
500,Jackson-Wallace,business,2,NO,verified,0,2016-03-10,1,4,142,2209018.37,27,55.0,49.59
619,Smith PLC,business,2,IN,verified,0,2021-05-11,2,4,213,1094502.65,19,55.0,51.04
420,"Wheeler, Cruz and Carpenter",business,2,CH,verified,0,2023-10-26,1,2,71,2568763.29,16,55.0,49.54
615,"Jefferson, Johnson and Dorsey",business,2,US,verified,0,2023-08-04,1,1,71,1470384.55,16,55.0,48.51
1362,"Olson, Wood and Peters",business,2,DE,verified,0,2019-04-11,1,2,142,675625.49,25,54.6,51.1
1488,Price-Ali,business,2,AE,expired,0,2021-05-10,2,3,142,1632903.01,23,54.6,49.15
1655,Dawn Ellis,individual,2,TR,verified,0,2016-02-29,2,1,66,828867.45,19,54.6,51.32
1801,Cooper Inc,business,2,MX,pending,0,2017-02-06,2,2,71,1356286.04,19,54.6,50.58
1074,"Arnold, Cooper and Monroe",business,2,SG,verified,0,2017-06-17,1,1,71,489736.74,8,54.6,51.33
1103,Pena-Walker Financial,financial_institution,1,GB,expired,0,2015-07-23,1,4,760,425400586.97,396,54.5,40.2
1636,Ayala-Mitchell Financial,financial_institution,1,AE,expired,0,2017-01-11,2,3,570,331586793.03,385,54.5,39.67
486,"Mendoza, White and Taylor Financial",financial_institution,1,AU,verified,0,2016-02-04,1,4,760,432110063.12,378,54.5,39.23
1407,"Melton, Henry and Joyce Financial",financial_institution,1,JP,pending,0,2023-02-20,1,2,380,159111020.23,375,54.5,39.86
1557,Adkins PLC Financial,financial_institution,1,GB,verified,0,2018-06-20,1,4,760,353762414.78,357,54.5,40.16
1954,Crawford and Sons Financial,financial_institution,1,CH,verified,0,2018-06-08,1,3,570,310964388.89,294,54.5,39.79
664,Wright LLC Financial,financial_institution,1,GB,failed,0,2014-07-05,1,2,380,175218720.84,184,54.5,40.04
1219,"Rodriguez, James and Brown Financial",financial_institution,1,SE,verified,0,2023-01-16,1,2,380,204624213.05,184,54.5,38.92
448,"Young, Wallace and Mitchell Financial",financial_institution,1,JP,failed,0,2015-10-04,1,3,380,134760996.24,180,54.5,39.78
1466,"Hall, Smith and Brooks Financial",financial_institution,1,JP,verified,0,2014-03-30,1,4,380,197705775.52,171,54.5,39.87
1120,Smith-Ferguson,business,1,GB,verified,0,2016-09-03,1,3,216,5325651.16,65,54.25,40.53
1082,Robert Torres,individual,1,SG,verified,0,2021-01-07,1,4,101,1756779.25,36,54.25,45.54
1763,"Castro, Irwin and Rodriguez",business,2,CA,verified,0,2017-11-21,1,4,213,4238180.7,59,54.0,48.75
1458,"Graham, Bowman and Ferguson",business,2,US,expired,0,2023-06-13,1,4,284,25706626.14,48,54.0,49.71
882,"Hicks, Adkins and Phillips",business,2,AU,pending,0,2020-03-14,1,2,142,999200.67,28,54.0,50.77
1560,"Cunningham, Murphy and Wolfe",business,2,SG,verified,0,2022-08-11,1,2,143,2032046.87,27,54.0,49.41
505,Cisneros and Sons,business,2,AR,verified,0,2015-04-06,2,2,142,1855836.44,22,54.0,47.35
1180,"Gray, Montoya and Miller",business,2,AE,verified,0,2016-03-07,2,2,142,5036347.61,18,54.0,49.09
1881,"Bennett, Moore and Hobbs",business,2,SG,verified,0,2015-12-18,1,3,142,1910550.13,17,54.0,49.57
570,"Mcmillan, Fischer and Gonzalez",business,2,SG,verified,0,2022-07-01,1,1,71,1279902.18,16,54.0,47.79
1875,"Taylor, Copeland and Mcguire",business,2,DE,expired,0,2023-05-01,1,2,142,1126872.69,14,54.0,50.32
747,Brittany Price,individual,2,KE,verified,0,2017-12-04,3,2,46,193277.76,12,54.0,49.96
1556,Timothy Martinez,individual,2,FR,verified,0,2017-03-28,1,4,92,82282.15,11,54.0,52.18
1538,Duran-Jordan,business,2,JP,verified,0,2019-12-08,1,1,71,1186175.25,9,54.0,46.93
283,Sarah Villarreal,individual,2,IN,verified,0,2018-12-27,2,2,47,846089.84,8,54.0,50.56
706,Nathaniel Singh MD,individual,2,GB,failed,0,2016-04-27,1,3,69,51663.83,8,54.0,52.25
1318,Denise Harmon,individual,2,NL,verified,0,2019-05-17,1,4,69,55869.74,8,54.0,52.25
1353,Kent Inc,business,2,SE,verified,0,2022-08-11,1,2,71,161743.6,8,54.0,52.25
1371,Bobby Johnson,individual,2,MX,verified,0,2023-08-08,2,3,69,61712.61,8,54.0,52.5
1921,Stephanie Butler,individual,2,TR,verified,0,2020-10-03,2,2,46,35023.62,7,54.0,52.29
1935,Lisa Johnston,individual,2,SG,verified,0,2016-01-16,1,4,69,57394.55,7,54.0,50.16
256,Lisa Jimenez,individual,2,NL,verified,0,2017-06-25,1,1,23,31154.22,6,54.0,52.33
938,Cynthia Green,individual,2,NO,verified,0,2018-12-30,1,2,46,86545.0,6,54.0,49.73
1184,April Davis,individual,2,AR,verified,0,2015-04-29,2,2,46,25374.59,6,54.0,52.33
1701,Scott Mckinney,individual,2,SG,verified,0,2019-03-24,1,4,92,73212.73,6,54.0,52.33
1788,Julie Gross,individual,2,NL,verified,0,2014-05-20,1,4,69,57048.56,6,54.0,52.33
172,Daniel Murphy,individual,2,GB,verified,0,2017-11-01,1,2,46,57852.58,5,54.0,52.4
982,Brenda Vaughan,individual,2,AE,pending,0,2019-05-20,2,2,46,74333.82,5,54.0,52.4
1435,Stacy James,individual,2,FR,verified,0,2019-03-08,1,2,46,78532.22,5,54.0,48.44
1481,Brianna Adams,individual,2,SE,verified,0,2022-05-24,1,2,23,39461.88,5,54.0,52.4
1658,Jason Miller,individual,2,MX,verified,0,2017-11-17,2,3,69,59334.23,5,54.0,52.4
897,Melanie Jones,individual,2,MX,expired,0,2016-01-11,2,3,69,56521.11,4,54.0,49.9
1186,Christine Powers,individual,2,SG,verified,0,2016-06-17,1,1,23,10615.1,4,54.0,52.5
127,Benjamin Beck,individual,2,JP,verified,0,2023-02-23,1,1,23,16444.26,3,54.0,52.67
167,Michael Powell,individual,2,ZA,verified,0,2020-10-19,2,1,23,25942.7,3,54.0,52.67
336,Steven Newman,individual,2,GB,verified,0,2019-08-02,1,3,69,44163.56,3,54.0,52.67
